TAP_College_Code,TAP_Sector_Group,TAP_College_Name,prev_scholarship,family_Employees,Scholarship_Headcount,Active_Student,Family_Card,Academic_year,Semister_Aattendence,GPA,Annual_income,Scholarship_rupees 
2185,4-SUNY CC,ONONDAGA COMMUNITY COLLEGE,N,4,111,Y,Y,2013,78,6.9,112610,53045.24
525,5-INDEPENDENT,NAZARETH COLLEGE,Y,2,107,N,N,2013,86,6.5,79037,50578.82
913,3-SUNY SO,SUC EMPIRE STATE COLLEGE,N,4,147,Y,Y,2013,85,3.4,106663,44043.33
2180,4-SUNY CC,MONROE COMMUNITY COLLEGE,Y,3,129,N,N,2013,74,3.5,51316,39445.44
2178,6-BUS. DEGREE,LAB INST OF MERCHANDISING,N,2,3,Y,Y,2013,98,5.2,98855,35661.01
910,3-SUNY SO,SUC CORTLAND (UNDERGRAD),Y,4,115,N,N,2013,79,6.2,91820,54398.49
2160,4-SUNY CC,WESTCHESTER COMMUNITY COLLEGE,N,1,31,Y,Y,2013,83,5.7,102668,44329.51
2158,5-INDEPENDENT,VILLA MARIA COLLEGE OF BUFFALO,Y,3,3,N,N,2013,69,4.4,72599,35090.72
55,5-INDEPENDENT,BRAMSON ORT COLLEGE,N,2,3,Y,Y,2013,90,5.8,74641,46851.91
136,5-INDEPENDENT,COLL OF NEW ROCHELLE NEW RESOURCE,Y,1,15,N,N,2013,69,4.8,108512,54453.13
245,5-INDEPENDENT,FORDHAM UNIVERSITY,N,4,241,Y,Y,2013,73,9.1,47423,41331.76
505,5-INDEPENDENT,MEDAILLE COLLEGE,Y,3,45,N,N,2013,96,3.7,116740,47066.83
905,3-SUNY SO,SUC BUFFALO,N,2,189,Y,Y,2013,74,7.6,106462,48718.55
2157,4-SUNY CC,SUFFOLK COMMUNITY COLLEGE,Y,4,86,N,N,2013,71,5.9,45636,46818.77
2147,4-SUNY CC,ROCKLAND COMMUNITY COLLEGE,N,4,20,Y,Y,2013,81,6.8,47556,41269.64
900,3-SUNY SO,SUC BROCKPORT (UNDERGRAD),Y,3,162,N,N,2013,73,6.9,49858,37793.96
2144,5-INDEPENDENT,TROCAIRE COLLEGE,N,2,24,Y,Y,2013,93,6.5,79065,50432.41
2140,5-INDEPENDENT,PAUL SMITHS COLLEGE,Y,4,3,N,N,2013,68,3.4,101168,47305.01
500,5-INDEPENDENT,MOLLOY COLLEGE,N,1,57,Y,Y,2013,95,3.5,99284,41767.36
895,3-SUNY SO,SUNY ALBANY (UNDERGRAD),Y,3,331,N,N,2013,74,5.2,77865,44115.14
2125,4-SUNY CC,ORANGE COUNTY COMMUNITY COLLEGE,N,2,43,Y,Y,2013,88,6.2,90127,52685.51
2120,5-INDEPENDENT,NEW YORK INST TECH 4YR,Y,1,88,N,N,2013,69,5.7,110715,46228.66
890,3-SUNY SO,SUNY UPSTATE MEDICAL UNIV,N,4,6,Y,Y,2013,81,4.4,89879,53668.69
2113,4-SUNY CC,NASSAU COMMUNITY COLLEGE,Y,3,53,N,N,2013,94,5.8,87019,39681.4
2110,5-INDEPENDENT,MOUNT SAINT MARY COLLEGE,N,2,42,Y,Y,2013,66,4.8,60447,45842.12
215,5-INDEPENDENT,ELMIRA COLLEGE,Y,4,111,N,N,2013,79,9.1,64928,44618.84
447,5-INDEPENDENT,MARYMOUNT MANHATTAN COLLEGE,N,1,8,Y,Y,2013,79,3.7,89021,50568.53
880,3-SUNY SO,SUNY BINGHAMTON,Y,4,833,N,N,2013,82,7.6,92907,40978.78
2105,4-SUNY CC,MOHAWK VALLEY COMMUNITY COLLEGE,N,3,52,Y,Y,2013,96,5.9,80283,35171.9
2100,5-INDEPENDENT,MERCY COLLEGE,Y,2,70,N,N,2013,66,6.8,57301,36682.78
8544,6-BUS. DEGREE,PAUL MITCHELL THE SCHOOL,N,4,1,Y,Y,2013,91,6.9,100092,52544.07
8543,VOCATIONAL - VET SCHOOLS ONLY,THE NEW SCHOOL OF RADIO & TELEVIS,Y,1,1,N,N,2013,84,6.5,100509,42537.55
875,3-SUNY SO,SUNY STONY BROOK,N,3,698,Y,Y,2013,78,3.4,49181,43969.31
2093,5-INDEPENDENT,MARIA COLLEGE-REGULAR DAY,Y,2,3,N,N,2013,82,3.5,58607,41285.71
8542,VOCATIONAL - VET SCHOOLS ONLY,COMPU21 CORP,N,1,1,Y,Y,2013,67,5.2,114761,54665.03
8541,VOCATIONAL - VET SCHOOLS ONLY,ELECTRICAL TRAINING CENTER,Y,4,1,N,N,2013,71,6.2,77346,38428.98
2085,4-SUNY CC,JAMESTOWN COMMUNITY COLLEGE,N,3,50,Y,Y,2013,83,5.7,88655,46866.34
8540,VOCATIONAL - VET SCHOOLS ONLY,SHARP EDGEZ BARBER INSTITUTE,Y,2,1,N,N,2013,70,4.4,67063,48651.57
8539,VOCATIONAL - VET SCHOOLS ONLY,VEEB NASSAU COUNTY,N,4,1,Y,Y,2013,98,5.8,102339,54318.31
440,5-INDEPENDENT,MARIST COLLEGE,Y,4,111,N,N,2013,89,4.8,91099,48806.22
865,5-INDEPENDENT,TOURO COLLEGE,N,3,83,Y,Y,2013,70,9.1,96528,42458.45
2083,5-INDEPENDENT,HILBERT COLLEGE,Y,2,18,N,N,2013,97,3.7,64020,49456.63
8538,VOCATIONAL - VET SCHOOLS ONLY,ULSTER BOCES CAREER & TECH CTR,N,4,1,Y,Y,2013,71,7.6,55704,35924.44
8537,VOCATIONAL - VET SCHOOLS ONLY,JEFFERSON-LEWIS BOCES,Y,1,3,N,N,2013,98,5.9,83412,44049.92
2080,4-SUNY CC,HUDSON VALLEY COMMUNITY COLLEGE,N,3,58,Y,Y,2013,88,6.8,61452,43047.52
8536,VOCATIONAL - VET SCHOOLS ONLY,ORANGE COUNTY COMMUNITY COLLEGE,Y,2,1,N,N,2013,65,6.9,93185,45048.26
8535,VOCATIONAL - VET SCHOOLS ONLY,WASH-SAR-WAR-HAM-ESS BOCES,N,1,1,Y,Y,2013,89,6.5,98410,49004.93
855,5-INDEPENDENT,SKIDMORE COLLEGE,Y,4,88,N,N,2013,84,3.4,80212,37721.03
2075,6-BUS. DEGREE,FIVE TOWNS COLLEGE,N,3,7,Y,Y,2013,66,3.5,78282,53958.54
8534,VOCATIONAL - VET SCHOOLS ONLY,"SAM CONSULTING SERVICES, INC.",Y,2,1,N,N,2013,96,5.2,72671,44880.78
8533,VOCATIONAL - VET SCHOOLS ONLY,STAR CAREER ACADEMY,N,4,5,Y,Y,2013,70,6.2,60732,44489.49
2070,4-SUNY CC,FASHION INST TECH-LOWER DIVISION,Y,2,26,N,N,2013,96,5.7,65177,47499.47
8532,VOCATIONAL - VET SCHOOLS ONLY,INTERNATIONAL CULINARY CENTER,N,4,4,Y,Y,2013,73,4.4,76028,40854.16
8531,VOCATIONAL - VET SCHOOLS ONLY,ERIE 1 BOCES,Y,3,2,N,N,2013,67,5.8,107653,38865.55
130,5-INDEPENDENT,COL OF MT ST VINCENT 4YR SEM,N,2,22,Y,Y,2013,73,4.8,87946,45106.11
195,5-INDEPENDENT,D'YOUVILLE COLLEGE,Y,4,50,N,N,2013,91,9.1,63475,37151.45
420,5-INDEPENDENT,MANHATTANVILLE COLLEGE,N,1,18,Y,Y,2013,83,3.7,91680,47956.72
845,5-INDEPENDENT,SARAH LAWRENCE COLLEGE,Y,3,13,N,N,2013,75,7.6,75025,41272.27
2065,4-SUNY CC,ERIE COMMUNITY COLL - ALL CAMPUS,N,2,120,Y,Y,2013,81,5.9,61266,51271.45
8530,VOCATIONAL - VET SCHOOLS ONLY,MONROE 1 BOCES ADULT EDUCATION,Y,1,1,N,N,2013,69,6.8,87867,41054.86
8528,VOCATIONAL - VET SCHOOLS ONLY,NEW YORK AUTOMOTIVE & DIESEL INST,N,4,12,Y,Y,2013,69,6.9,69190,41977.69
2053,4-SUNY CC,DUTCHESS COMMUNITY COLLEGE,Y,3,26,N,N,2013,76,6.5,107929,47842.11
8527,VOCATIONAL - VET SCHOOLS ONLY,ORLEANS/NIAGARA BOCES,N,2,1,Y,Y,2013,71,3.4,77606,46464.11
8526,VOCATIONAL - VET SCHOOLS ONLY,ACE INSTITUTE OF TECHNOLOGY,Y,4,1,N,N,2013,84,3.5,95569,40542.5
844,8-OTHER,SAMARITAN HOSPITAL NURSING,N,4,1,Y,Y,2013,74,5.2,102924,44096.89
2051,5-INDEPENDENT,DOMINICAN COLLEGE OF BLAUVELT,Y,3,3,N,N,2013,68,6.2,119329,45402.01
8525,VOCATIONAL - VET SCHOOLS ONLY,SAE INSTITUTE OF TECHNOLOGY,N,2,1,Y,Y,2013,72,5.7,110853,41813.28
8524,VOCATIONAL - VET SCHOOLS ONLY,MONROE BOCES 2 CTR FOR WORKFORC,Y,4,1,N,N,2013,77,4.4,52399,35564.35
2050,5-INDEPENDENT,DOMINICAN COLLEGE OF BLAUVELT,N,1,14,Y,Y,2013,77,5.8,50304,38426.45
8523,VOCATIONAL - VET SCHOOLS ONLY,ERIE 2 CHAUTAUGUA-CATTARAUGUS BOC,Y,3,1,N,N,2013,82,4.8,89650,40691.42
8522,VOCATIONAL - VET SCHOOLS ONLY,NEW YORK FILM ACADEMY,N,2,2,Y,Y,2013,90,9.1,112445,52143.9
410,5-INDEPENDENT,MANHATTAN SCHOOL OF MUSIC,Y,1,3,N,N,2013,73,3.7,106626,35053.28
836,5-INDEPENDENT,ST PAUL'S SCH NURSING SI,N,4,3,Y,Y,2013,72,7.6,59623,48467.59
2045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,Y,3,3,N,N,2013,72,5.9,55504,50193.3
8521,VOCATIONAL - VET SCHOOLS ONLY,MODERN WELDING SCHOOL,N,2,5,Y,Y,2013,92,6.8,103643,50347.72
8518,VOCATIONAL - VET SCHOOLS ONLY,LINCOLN TECHNICAL INSTITUTE,Y,4,3,N,N,2013,86,6.9,97056,37329.44
2042,4-SUNY CC,CORNING COMMUNITY COLLEGE,N,2,52,Y,Y,2013,88,6.5,65120,45220.69
8514,VOCATIONAL - VET SCHOOLS ONLY,INSTITUTE OF CULINARY EDUCATION,Y,1,1,N,N,2013,79,3.4,103077,50302.64
8511,VOCATIONAL - VET SCHOOLS ONLY,APEX TECHNICAL SCHOOL,N,4,5,Y,Y,2013,69,3.5,118915,48996.24
830,5-INDEPENDENT,ST THOMAS AQUINAS COLLEGE,Y,3,21,N,N,2013,95,5.2,114819,46673.17
2040,5-INDEPENDENT,CONCORDIA COLLEGE,N,2,5,Y,Y,2013,93,6.2,114936,48504.58
8510,VOCATIONAL - VET SCHOOLS ONLY,CNW SCHOOL OF MASSAGE THERAPY,Y,4,1,N,N,2013,83,5.7,92561,42916.01
8509,VOCATIONAL - VET SCHOOLS ONLY,ONONDAGA CORTLAND MADISON BOCES,N,4,1,Y,Y,2013,66,4.4,103624,36920.02
2038,4-SUNY CC,COLUMBIA-GREENE COMMUNITY COLLEGE,Y,3,7,N,N,2013,72,5.8,86264,37873.13
8508,VOCATIONAL - VET SCHOOLS ONLY,GENESEE VALLEY BOCES,N,2,2,Y,Y,2013,74,4.8,71776,43769.48
8506,VOCATIONAL - VET SCHOOLS ONLY,CHARLES STUART SCHOOL,Y,4,1,N,N,2013,65,9.1,91542,36592.09
190,5-INDEPENDENT,CROUSE HOSPITAL,N,1,1,Y,Y,2013,89,3.7,50855,38308.6
405,5-INDEPENDENT,MANHATTAN COLLEGE,Y,3,92,N,N,2013,85,7.6,47465,43366.79
775,5-INDEPENDENT,ST LAWRENCE UNIVERSITY,N,2,109,Y,Y,2013,91,5.9,99977,50115.6
2036,4-SUNY CC,CLINTON COMMUNITY COLLEGE,Y,1,8,N,N,2013,91,6.8,49439,53658.94
8505,VOCATIONAL - VET SCHOOLS ONLY,WESTERN SUFFOLK BOCES,N,4,1,Y,Y,2013,85,6.9,83672,47436.97
8502,VOCATIONAL - VET SCHOOLS ONLY,"NATIONAL TRACTOR TRAILER SCHOOL,",Y,3,9,N,N,2013,95,6.5,109311,48027.85
2035,5-INDEPENDENT,CAZENOVIA COLLEGE,N,2,25,Y,Y,2013,89,3.4,48606,37753.08
8501,VOCATIONAL - VET SCHOOLS ONLY,"NATIONAL TRACTOR TRAILER SCHOOL,",Y,4,23,N,N,2013,80,3.5,117866,42275.14
7952,6-BUS. DEGREE,AMERICAN ACADEMY MCALLISTER INST.,N,2,1,Y,Y,2013,86,5.2,74873,47506.52
765,5-INDEPENDENT,ST JOSEPH HOSP SCH NURS SYRACUSE,Y,4,8,N,N,2013,68,6.2,68720,38958.03
2025,4-SUNY CC,BROOME COMMUNITY COLLEGE,N,3,32,Y,Y,2013,84,5.7,81922,49522.66
7895,6-BUS. DEGREE,WOOD TOBE-COBURN SCHOOL,Y,2,3,N,N,2013,69,4.4,110008,48385.43
7863,6-BUS. DEGREE,NEW YORK CAREER INSTITUTE,N,4,3,Y,Y,2013,92,5.8,62968,49691.71
2005,4-SUNY CC,CAYUGA COMMUNITY COLLEGE,Y,1,35,N,N,2013,90,4.8,85761,45761
7858,6-BUS. DEGREE,SCHOOL OF VISUAL ARTS,N,3,22,Y,Y,2013,85,9.1,64556,51757.11
7845,6-BUS. DEGREE,EVEREST INSTITUTE,Y,2,1,N,N,2013,97,3.7,83665,49155.38
403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,N,1,133,Y,Y,2013,97,7.6,64749,53490.42
762,5-INDEPENDENT,ST JOSEPHS COLLEGE - WEEKEND,Y,4,1,N,N,2013,77,5.9,78391,41601.72
2000,4-SUNY CC,ADIRONDACK COMMUNITY COLLEGE,N,3,37,Y,Y,2013,80,6.8,80454,46682.7
7839,6-BUS. DEGREE,ITT TECHNICAL INSTITUTE,Y,2,2,N,N,2013,97,6.9,83674,41234.23
7833,6-BUS. DEGREE,ITT TECHNICAL INSTITUTE,N,4,1,Y,Y,2013,74,6.5,46770,40694.64
1690,8-OTHER,ST ELIZABETH HOSP SCHOOL RAD TECH,Y,4,1,N,N,2013,69,3.4,87442,52758.8
7830,6-BUS. DEGREE,TECHNICAL CAREER INSTITUTES,N,3,15,Y,Y,2013,74,3.5,88219,40988.75
7826,6-BUS. DEGREE,ART INSTITUTE OF NEW YORK CITY,Y,2,3,N,N,2013,70,5.2,91716,44634.47
758,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,4,102,Y,Y,2013,97,6.2,104767,45665.33
1674,8-OTHER,NEW YORK  METHODIST HOSPITAL,Y,1,1,N,N,2013,90,5.7,65399,37171.04
7738,6-BUS. DEGREE,LONG ISLAND BUSINESS INSTITUTE,N,3,1,Y,Y,2013,83,4.4,48057,37249.9
7736,6-BUS. DEGREE,BRYANT & STRATTON SYRACUSE,Y,2,1,N,N,2013,74,5.8,56799,41205.74
1650,8-OTHER,ST JAMES MERCY HOSP SCH XRAY TECH,N,1,1,Y,Y,2013,94,4.8,45205,40208.44
7734,6-BUS. DEGREE,BRYANT & STRATTON ROCHESTER,Y,4,3,N,N,2013,83,9.1,60217,40407.58
7732,6-BUS. DEGREE,BRYANT & STRATTON BUFFALO,N,3,13,Y,Y,2013,69,3.7,82178,39958.92
10,5-INDEPENDENT,ADELPHI UNIVERSITY,Y,2,127,N,N,2013,66,7.6,61942,38324.94
11,5-INDEPENDENT,DOWLING COLLEGE,N,4,23,Y,Y,2013,89,5.9,105120,48678.22
35,5-INDEPENDENT,BARD COLLEGE,Y,4,36,N,N,2013,68,6.8,54536,52286.26
125,5-INDEPENDENT,COLGATE UNIVERSITY,N,3,135,Y,Y,2013,90,6.9,100867,38187.93
175,5-INDEPENDENT,CORNELL UNIVERSITY,Y,2,488,N,N,2013,88,6.5,78659,38775.57
375,5-INDEPENDENT,LEMOYNE COLLEGE,N,4,124,Y,Y,2013,85,3.4,101384,35166.59
755,5-INDEPENDENT,ST JOSEPHS COLLEGE,Y,1,46,N,N,2013,96,3.5,75618,51787.31
1421,2-CUNY CC,STELLA & CHARLES GUTTMAN CC,N,3,2,Y,Y,2013,98,5.2,76837,38207.47
7730,6-BUS. DEGREE,BRYANT & STRATTON ALBANY,Y,2,3,N,N,2013,96,6.2,86760,42818.93
5672,1-CUNY SR,CUNY COL STATEN ISLAND,N,1,1,Y,Y,2012,95,5.7,81011,45137.19
1418,1-CUNY SR,CUNY YORK COLLEGE,Y,4,80,N,N,2012,95,4.4,85032,40457.27
5645,1-CUNY SR,CUNY  BARUCH COLL GRAD,N,3,8,Y,Y,2012,93,5.8,114504,43136.86
5625,3-SUNY SO,SUC BUFFALO,Y,2,13,N,N,2012,66,4.8,58209,49037.36
715,5-INDEPENDENT,ST FRANCIS COLLEGE,N,4,34,Y,Y,2012,90,9.1,85885,35077.09
1417,1-CUNY SR,CUNY COL STATEN ISLAND,Y,4,107,N,N,2012,65,3.7,106431,40498.33
5620,1-CUNY SR,CUNY GRAD SCH AND UNIV CENTER,N,3,9,Y,Y,2012,77,7.6,81433,38189.52
5615,3-SUNY SO,SUC POTSDAM,Y,2,2,N,N,2012,95,5.9,72769,39893.74
1416,1-CUNY SR,CUNY QUEENS COLLEGE,N,4,298,Y,Y,2012,69,6.8,102659,44043.15
5610,3-SUNY SO,SUNY PLATTSBURGH GRAD,Y,1,2,N,N,2012,91,6.9,95532,43156.89
5605,3-SUNY SO,SUC CORTLAND,N,3,1,Y,Y,2012,65,4.4,83005,46934.97
345,5-INDEPENDENT,KEUKA COLLEGE,Y,2,35,N,N,2012,88,5.8,85002,38907.46
710,5-INDEPENDENT,ST ELIZABETH COLG OF NURSING,N,1,1,Y,Y,2012,85,4.8,55463,36815.42
1415,1-CUNY SR,CUNY MEDGER EVERS COLLEGE,Y,4,37,N,N,2012,73,9.1,76974,39920.16
5600,5-INDEPENDENT,GRADUATE COLLEGE UNION UNIVERSITY,N,3,1,Y,Y,2012,89,3.7,72042,50105.79
5575,5-INDEPENDENT,SYRACUSE UNIVERSITY LAW,Y,2,2,N,N,2012,76,7.6,114106,47984.76
1414,1-CUNY SR,CUNY JOHN JAY COLLEGE,N,4,155,Y,Y,2012,83,5.9,88701,46766.52
5565,3-SUNY SO,SUC NEW PALTZ,Y,2,3,N,N,2012,97,6.8,89175,36081.33
5550,5-INDEPENDENT,BANK ST COLL OF EDUC,N,4,1,Y,Y,2012,66,6.9,72343,37113.8
695,5-INDEPENDENT,ST BONAVENTURE UNIVERSITY,Y,3,76,N,N,2012,78,6.5,53356,51100.08
1413,1-CUNY SR,CUNY HUNTER COLLEGE,N,2,522,Y,Y,2012,84,3.4,97023,38087.89
5540,3-SUNY SO,SUNY UPSTATE MEDICAL UNIV. (GRAD),Y,4,1,N,N,2012,90,3.5,53155,54815.02
5536,3-SUNY SO,SUNY DOWNSTATE MED CENTER GRAD,N,1,1,Y,Y,2012,88,5.2,51921,50491.18
1412,1-CUNY SR,CUNY HERBERT H LEHMAN COLLEGE,Y,3,137,N,N,2012,95,6.2,64398,40768.31
5518,6-BUS. DEGREE,MONROE COLLEGE,N,2,2,Y,Y,2012,86,5.7,61651,39993.88
5515,5-INDEPENDENT,NEW YORK LAW SCHOOL,Y,1,5,N,N,2012,96,4.4,75661,39771.38
171,5-INDEPENDENT,COLUMBIA UNIV,N,4,292,Y,Y,2012,67,5.8,48512,42755.95
340,5-INDEPENDENT,JUILLIARD SCHOOL,Y,3,5,N,N,2012,71,4.8,62585,36273.09
685,5-INDEPENDENT,SIENA COLLEGE,N,2,151,Y,Y,2012,73,9.1,61271,50447.99
1411,1-CUNY SR,CUNY CITY COLLEGE,Y,4,523,N,N,2012,77,3.7,93349,48111.52
5480,5-INDEPENDENT,BROOKLYN LAW SCHOOL,N,4,4,Y,Y,2012,67,7.6,91564,52428.61
5470,5-INDEPENDENT,ALBANY LAW SCHOOL,Y,3,1,N,N,2012,82,5.9,99997,43029.08
1410,1-CUNY SR,CUNY BROOKLYN COLLEGE,N,2,245,Y,Y,2012,85,6.8,45873,39526.89
5460,3-SUNY SO,SUNY MARITIME COLLEGE,Y,4,1,N,N,2012,85,6.9,73395,40415.96
5455,5-INDEPENDENT,NEW YORK INST TECH,N,1,2,Y,Y,2012,67,6.5,62531,42989.23
675,5-INDEPENDENT,THE SAGE COLLEGES,Y,3,43,N,N,2012,79,3.4,108788,37016.5
1409,1-CUNY SR,CUNY BARUCH COLLEGE,N,2,311,Y,Y,2012,83,3.5,90590,51843.08
5450,3-SUNY SO,SUNY BINGHAMTON(GRAD),Y,1,4,N,N,2012,79,5.2,111855,46979.97
5435,5-INDEPENDENT,MANHATTAN COLLEGE,N,4,2,Y,Y,2012,72,6.2,54880,40923.38
1407,2-CUNY CC,CUNY QUEENSBOROUGH CC,Y,3,30,N,N,2012,84,5.7,119633,48943.76
5430,3-SUNY SO,SUNY STONY BROOK,N,2,11,Y,Y,2012,90,4.4,90760,42710.6
5425,5-INDEPENDENT,METROPOLITAN COLLEGE OF NY,Y,4,2,N,N,2012,93,5.8,67606,44800.3
330,5-INDEPENDENT,ITHACA COLLEGE,N,2,222,Y,Y,2012,94,4.8,109863,40553.73
670,5-INDEPENDENT,DAEMEN COLLEGE,Y,1,95,N,N,2012,91,9.1,82206,38660.6
1405,1-CUNY SR,CUNY NYC COLLEGE OF TECHNOLOGY,N,4,105,Y,Y,2012,67,3.7,108658,36340.61
5420,3-SUNY SO,SUC OSWEGO,Y,3,1,N,N,2012,76,7.6,117055,50676.93
5415,5-INDEPENDENT,ST JOHN FISHER COLLEGE-GRADUATE,N,2,11,Y,Y,2012,66,5.9,91287,41798.85
1404,2-CUNY CC,CUNY MANHATTAN CC,Y,4,75,N,N,2012,87,6.8,49356,52474.65
5405,3-SUNY SO,SUC GENESEO,N,4,1,Y,Y,2012,97,6.9,105629,46068.89
5403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,Y,3,13,N,N,2012,79,6.5,61202,49370.07
653,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,N,2,1,Y,Y,2012,94,3.4,75202,41956.45
1403,2-CUNY CC,CUNY LAGUARDIA CC,Y,4,50,N,N,2012,75,3.5,67499,35380.3
5400,3-SUNY SO,SUC BROCKPORT GRAD,N,1,8,Y,Y,2012,76,5.2,95561,52426.55
5396,1-CUNY SR,CUNY QUEENS COLLEGE LAW SCHOOL,Y,3,1,N,N,2012,91,6.2,109568,45660.16
1402,2-CUNY CC,CUNY KINGSBOROUGH CC,N,2,59,Y,Y,2012,77,5.7,70892,38750.25
5395,1-CUNY SR,CUNY QUEENS COLLEGE GRAD,Y,1,5,N,N,2012,69,4.4,115069,38885.09
5390,3-SUNY SO,SUNY AT ALBANY GRAD,N,4,8,Y,Y,2012,94,5.8,45361,44829.68
90,5-INDEPENDENT,CANISIUS COLLEGE,Y,3,184,N,N,2012,85,4.8,46790,42934.98
170,5-INDEPENDENT,COOPER UNION ADVNCMT SCI ART,N,2,51,Y,Y,2012,95,9.1,81999,45194.97
325,5-INDEPENDENT,IONA COLLEGE,Y,4,62,N,N,2012,67,3.7,86086,45677.86
650,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,N,2,642,Y,Y,2012,78,7.6,60254,35879.27
1401,2-CUNY CC,CUNY HOSTOS CC,Y,4,16,N,N,2012,91,5.9,54903,39316.4
5345,5-INDEPENDENT,TOURO COLLEGE,N,3,2,Y,Y,2012,79,6.8,101691,39704.8
5325,5-INDEPENDENT,THE SAGE COLLEGES,Y,2,14,N,N,2012,84,6.9,56583,45962.22
1400,2-CUNY CC,CUNY BRONX CC,N,4,34,Y,Y,2012,79,6.5,113243,37598.55
5320,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,Y,1,5,N,N,2012,93,3.4,92913,49800.71
5315,5-INDEPENDENT,PRATT INSTITUTE GRAD,N,3,1,Y,Y,2012,85,3.5,95758,36763.74
640,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE,Y,2,63,N,N,2012,67,5.2,45472,43448.24
1099,5-INDEPENDENT,METROPOLITAN COLLEGE OF NY,N,1,4,Y,Y,2012,96,6.2,46676,51230.04
5310,5-INDEPENDENT,PACE UNIVERSITY GRAD,Y,4,12,N,N,2012,99,5.7,60818,47826.51
5305,5-INDEPENDENT,NIAGARA UNIVERSITY GRAD,N,3,4,Y,Y,2012,85,4.4,53398,40608.97
1085,5-INDEPENDENT,YESHIVA UNIVERSITY,Y,2,42,N,N,2012,91,5.8,67927,45297.17
5271,1-CUNY SR,CUNY HERBERT H LEHMAN GRAD,N,4,1,Y,Y,2012,76,4.8,106485,52826.03
5270,1-CUNY SR,CUNY HUNTER COLLEGE GRAD,Y,4,4,N,N,2012,69,9.1,45028,49089.15
305,5-INDEPENDENT,HOUGHTON COLLEGE,N,3,83,Y,Y,2012,98,3.7,75296,51521.15
635,5-INDEPENDENT,RENSSELAER POLYTECHNIC INST,Y,2,292,N,N,2012,87,7.6,54707,35837.26
1050,5-INDEPENDENT,WELLS COLLEGE,N,4,22,Y,Y,2012,93,5.9,94774,52343.78
5265,5-INDEPENDENT,HOFSTRA UNIVERSITY,Y,1,5,N,N,2012,73,6.8,89342,40958.42
5235,5-INDEPENDENT,COLLEGE OF SAINT ROSE GRAD,N,3,4,Y,Y,2012,73,6.9,106023,43051.05
1045,5-INDEPENDENT,WEBB INST OF NAVAL ARCH.,Y,2,5,N,N,2012,97,6.5,107286,46301.16
5216,1-CUNY SR,CUNY JOHN JAY COLLEGE GRAD,N,1,13,Y,Y,2012,73,3.4,106106,44049.13
5215,1-CUNY SR,CUNY CITY COLLEGE GRAD,Y,4,6,N,N,2012,75,3.5,119142,54788.93
615,5-INDEPENDENT,PRATT INSTITUTE,N,3,29,Y,Y,2012,80,5.2,110187,42579.98
1040,5-INDEPENDENT,WAGNER COLLEGE,Y,2,50,N,N,2012,90,6.2,49740,35519.29
5210,5-INDEPENDENT,CANISIUS COLLEGE GRAD,N,4,6,Y,Y,2012,88,5.7,114120,46484.92
5205,1-CUNY SR,CUNY BROOKLYN COLLEGE GRAD,Y,1,6,N,N,2012,75,4.4,87273,42923.98
1030,5-INDEPENDENT,VASSAR COLLEGE,N,4,117,Y,Y,2012,67,5.8,60496,54715.75
5200,5-INDEPENDENT,ALFRED UNIVERSITY GRAD,Y,3,1,N,N,2012,87,4.8,74481,36984.83
5151,5-INDEPENDENT,YESHIVA UNIVERSITY,N,2,1,Y,Y,2012,85,9.1,90365,53866.83
155,5-INDEPENDENT,BARNARD COLLEGE,Y,4,114,N,N,2012,76,3.7,109684,35836.66
300,5-INDEPENDENT,HOFSTRA UNIVERSITY,N,1,158,Y,Y,2012,79,7.6,110242,52884.68
610,5-INDEPENDENT,POLYTECHNIC UNIVERSITY,Y,3,110,N,N,2012,65,5.9,95984,42322.14
1022,5-INDEPENDENT,SYRACUSE UNIV UTICA COLLEGE,N,2,69,Y,Y,2012,87,6.8,79033,43088.07
5140,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,Y,1,4,N,N,2012,72,6.9,57054,50467.63
5132,3-SUNY SO,SUNY BUFFALO,N,4,2,Y,Y,2012,89,6.5,100634,43979.13
1016,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,Y,3,11,N,N,2012,91,3.4,81730,44612.19
5130,3-SUNY SO,SUNY BUFFALO,N,2,16,Y,Y,2012,66,3.5,94222,40685.78
5120,5-INDEPENDENT,SYRACUSE UNIVERSITY GRAD,Y,4,5,N,N,2012,92,5.2,59330,41311.88
605,6-BUS. DEGREE,PACIFIC COLLEGE OF ORIENTAL MED,N,4,3,Y,Y,2012,99,6.2,49227,35752.6
1015,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,Y,3,418,N,N,2012,82,5.7,99900,52232.42
5115,5-INDEPENDENT,MERCY COLLEGE-GRAD,N,2,10,Y,Y,2012,81,4.4,81027,44289.91
